syntactic structure	Linguistics
syntax	Linguistics
tag contexts	Linguistics
target domain	Linguistics
target language	Linguistics
target texts	Linguistics
text	Linguistics
text collections	Linguistics
tokens	Linguistics
topic	Linguistics
translation candidates	Linguistics
trees	Linguistics
units of translation	Linguistics
unknown words	Linguistics
user utterance	Linguistics
user utterances	Linguistics
verb	Linguistics
verb final language	Linguistics
verb group	Linguistics
verbs	Linguistics
WH-questions	Linguistics
word	Linguistics
word forms	Linguistics
word fragments	Linguistics
word n-grams	Linguistics
word string	Linguistics
word strings	Linguistics
word tokens	Linguistics
words	Linguistics
word-senses	Linguistics
zero pronouns	Linguistics
predicates	Linguistics
Slavonic languages	Linguistics
affix lists	Linguistics
annotated data	Linguistics
bilingual corpus	Linguistics
bilingual or multi-lingual texts	Linguistics
bilingual parallel corpora	Linguistics
bilingual parallel corpus	Linguistics
bilingual resource	Linguistics
bilingual texts	Linguistics
broad coverage lexicon	Linguistics
BU recognition system	Linguistics
comparable , non-parallel corpora	Linguistics
computational lexicon	Linguistics
corpora	Linguistics
corpus	Linguistics
corpus data	Linguistics
corpus of multiple English translations	Linguistics
data	Linguistics
dependency treelet translation pairs	Linguistics
dialogue corpora	Linguistics
dialogue data	Linguistics
dictionary	Linguistics
domain-independent lexica	Linguistics
English-Chinese bitexts	Linguistics
English-Chinese parallel corpora	Linguistics
expert human translation	Linguistics
German corpus	Linguistics
gold standard	Linguistics
grammar	Linguistics
grammars	Linguistics
human annotated text	Linguistics
knowledgebases	Linguistics
Korean newspaper articles	Linguistics
Korean phonological knowledge base system	Linguistics
lexical hierarchy	Linguistics
lexicon	Linguistics
lexicons	Linguistics
linguistic databases	Linguistics
machine readable dictionaries	Linguistics
machine-readable dictionaries ( MRD's )	Linguistics
manual word alignments	Linguistics
manually sense-tagged data	Linguistics
Monolingual , unannotated text	Linguistics
monolingual parallel corpora	Linguistics
move-tagged abstracts	Linguistics
named entity annotations	Linguistics
newspaper stories	Linguistics
non-parallel corpus	Linguistics
parallel corpora	Linguistics
parallel corpus	Linguistics
parallel data	Linguistics
parallel text	Linguistics
pharmaceutical news archive	Linguistics
polarity-tagged corpus	Linguistics
pre-tagged corpus	Linguistics
seed sentences	Linguistics
sense-tagged training data	Linguistics
sentence-aligned parallel corpus	Linguistics
SI corpus	Linguistics
speech	Linguistics
speech data	Linguistics
spoken dialogue	Linguistics
spoken language corpus	Linguistics
spoken multiparty dialogue	Linguistics
stop lists	Linguistics
supervised training data	Linguistics
Switchboard dialogues	Linguistics
test corpus	Linguistics
test set	Linguistics
text corpus	Linguistics
training corpus	Linguistics
training data	Linguistics
training material	Linguistics
training resources	Linguistics
training set	Linguistics
translation examples	Linguistics
translation lexicons	Linguistics
tree adjoining grammar	Linguistics
Treebank	Linguistics
unrestricted texts	Linguistics
unstemmed text	Linguistics
vocabulary	Linguistics
wide coverage English grammar	Linguistics
word-aligned corpora	Linguistics
word-based alignments	Linguistics
ACE corpora	Linguistics
Canadian Hansards	Linguistics
COMPLEX	Linguistics
CSR ( Connected Speech Recognition ) corpus	Linguistics
CSR corpus	Linguistics
CSR pilot corpus	Linguistics
DARPA Resource Management corpus	Linguistics
February '92 test sentences	Linguistics
Grolier's Encyclopedia	Linguistics
October '91 dry-run test set	Linguistics
Penn Treebank WSJ	Linguistics
Resource Management ( RM ) corpus	Linguistics
Roget's Thesaurus	Linguistics
SENSEVAL-2 nouns	Linguistics
Wall Street Journal text corpus	Linguistics
Wall Street Journal treebank	Linguistics
approximation error	DSMMM
arc	DSMMM
clusters	DSMMM
directed graphs	DSMMM
disjunctions	DSMMM
dominance graphs	DSMMM
edge	DSMMM
edges	DSMMM
eigenvectors	DSMMM
extensional equivalence	DSMMM
feature sets	DSMMM
formulas	DSMMM
fuzzy quantifier	DSMMM
graph	DSMMM
graphs	DSMMM
high dimensionality space	DSMMM
in-degree	DSMMM
logical expression	DSMMM
logical well-formedness conditions	DSMMM
mathematical formalism	DSMMM
maximum likelihood criterion	DSMMM
node	DSMMM
node structures	DSMMM
nodes	DSMMM
non-terminal symbol	DSMMM
out-degree	DSMMM
path	DSMMM
path values	DSMMM
priors	DSMMM
root	DSMMM
search space	DSMMM
separation margin	DSMMM
spanning edges	DSMMM
submanifold	DSMMM
terminal and non-terminal edges	DSMMM
transition graphs	DSMMM
tree	DSMMM
weighed sum	DSMMM
weighted sum	DSMMM
complexity	DSMMM
cooccurrence statistics	DSMMM
dialogue duration	DSMMM
error reduction	DSMMM
Markov probability	DSMMM
model parameters	DSMMM
similarity	DSMMM
user-defined performance thresholds	DSMMM
accuracy	DSMMM
accuracy rate	DSMMM
agreement	DSMMM
alignment quality	DSMMM
analysis cost	DSMMM
associative similarity	DSMMM
automatic evaluation measures	DSMMM
average precision	DSMMM
average precision metric	DSMMM
average retrieval times	DSMMM
baseline	DSMMM
BLEU	DSMMM
BLEU score	DSMMM
BLEU scores	DSMMM
character and word error rate	DSMMM
classification accuracy	DSMMM
component performance	DSMMM
computational complexity	DSMMM
confidence	DSMMM
confidence measures	DSMMM
costs	DSMMM
discourse understanding accuracy	DSMMM
error rate	DSMMM
evaluation measure	DSMMM
evaluation measures	DSMMM
evaluation method	DSMMM
evaluation metrics	DSMMM
exact match accuracy	DSMMM
exponential time	DSMMM
F-measure	DSMMM
human annotation performance	DSMMM
machine translation tests	DSMMM
measure	DSMMM
MRR	DSMMM
MT evaluation	DSMMM
mutual information	DSMMM
NIST	DSMMM
NIST evaluation metric	DSMMM
NIST score	DSMMM
output quality	DSMMM
paraphrase classification accuracy	DSMMM
paraphrase probability	DSMMM
parsing complexity	DSMMM
PER	DSMMM
performance	DSMMM
polynomial time	DSMMM
POURPRE	DSMMM
precision	DSMMM
predictive performance	DSMMM
probabilities	DSMMM
quality	DSMMM
recall	DSMMM
recognition accuracy	DSMMM
retrieval accuracy	DSMMM
retrieval performance	DSMMM
retrieval time	DSMMM
similarity measure	DSMMM
similarity measures	DSMMM
speech recognition word and sentence error rates	DSMMM
standard evaluation metric	DSMMM
taxonomic similarity	DSMMM
transition probabilities	DSMMM
translation accuracy	DSMMM
translation probabilities	DSMMM
translation quality	DSMMM
translation speed and quality	DSMMM
user satisfaction	DSMMM
utterance classification performance	DSMMM
vocabulary size	DSMMM
word dependent substitution costs	DSMMM
word error rate	DSMMM
word or semantic error rate	DSMMM
word sense disambiguation performance	DSMMM
word-dependent substitution costs	DSMMM
worst-case parsing time complexity	DSMMM
WSD evaluation methodology	DSMMM
bigram language model	DSMMM
block unigram model	DSMMM
candidate parses	DSMMM
character bigrams	DSMMM
Chinese word sense disambiguation model	DSMMM
Chinese-to-English SMT model	DSMMM
computation model	DSMMM
computational model	DSMMM
Conceptual Dependency Diagram ( CDD )	DSMMM
conditional loglinear models	DSMMM
continuous density hidden Markov models ( CDHMM )	DSMMM
co-occurrence patterns	DSMMM
dependency network representation	DSMMM
dependency structures	DSMMM
dependency trees	DSMMM
dialogue patterns	DSMMM
dictionary-based word vectors	DSMMM
domain independent acoustic models	DSMMM
English sentence structure	DSMMM
error-correction rules	DSMMM
event map	DSMMM
features	DSMMM
generative model	DSMMM
generative probabilistic optical character recognition ( OCR ) model	DSMMM
grammar model	DSMMM
HBG model	DSMMM
Heuristic Parsing Model ( HPM )	DSMMM
Hidden Markov Model	DSMMM
hierarchies	DSMMM
hierarchy	DSMMM
high-accuracy word-level alignment models	DSMMM
IBM models	DSMMM
IBM Models 1-2	DSMMM
indices	DSMMM
Japanese sentence structure	DSMMM
language definition	DSMMM
language learning model	DSMMM
language model	DSMMM
language models ( LMs )	DSMMM
lexically distributed grammar	DSMMM
linguistic pattern	DSMMM
LM	DSMMM
LMs	DSMMM
local segment contiguity models	DSMMM
local trees	DSMMM
localized phrase-based prediction model	DSMMM
logical model	DSMMM
log-linear block bigram model	DSMMM
LSA-based and the cooccurrence-based word vectors	DSMMM
maximum-entropy model	DSMMM
mixture trigram models	DSMMM
model	DSMMM
models	DSMMM
n-gram models	DSMMM
N-grams	DSMMM
object-oriented grammar model	DSMMM
parse	DSMMM
parse tree	DSMMM
parses	DSMMM
parsing-based NE rules	DSMMM
patterns	DSMMM
phone n-gram model	DSMMM
phrase-based models	DSMMM
phrase-based translation model	DSMMM
phrase-based translation models	DSMMM
phrase-based unigram model	DSMMM
polynomial time approximations	DSMMM
probabilistic model	DSMMM
probabilistic translation models	DSMMM
ranking rules	DSMMM
reference model	DSMMM
rules	DSMMM
semantic network	DSMMM
semantic networks	DSMMM
sentence plan	DSMMM
sentence plans	DSMMM
shallow linguistic features	DSMMM
SMT models	DSMMM
statistical translation model	DSMMM
stemming model	DSMMM
surface representation	DSMMM
top human-ranked sentence plan	DSMMM
tree-based models	DSMMM
tree-based ordering model	DSMMM
trigram language model	DSMMM
trigram model	DSMMM
trigram models	DSMMM
user model	DSMMM
User models	DSMMM
user models	DSMMM
word N-gram models	DSMMM
word set based representation	DSMMM
word vectors	DSMMM
word-based models	DSMMM
word-based trigram language model	DSMMM
abstract moves	other
actors	other
addressee	other
ambiguities	other
ambiguity	other
anaphora references	other
anaphoric expressions	other
annotation experiment	other
answer candidates	other
answers	other
Arabic-English translation task	other
arcs	other
ASR output	other
assessors	other
ATIS ( Air Travel Information System ) domain	other
attentional focus	other
attentional state	other
attribute sequences	other
baseline results	other
behavioral specification	other
blocks	other
candidates	other
category transitions	other
common ground	other
communication	other
computational problems	other
computational theory	other
consistency problem	other
constraint	other
contextual information	other
conversational context	other
conversational cues	other
conversational speech	other
cooperative responses	other
coordination	other
cyclic structures	other
data objects	other
database query applications	other
Deictic reference	other
dependency relations	other
derivation	other
derivation tree	other
dialog	other
dialogue	other
dialogue act	other
dialogue move	other
dialogue state	other
Dialogue strategies	other
dimensionalized space	other
disambiguation process	other
discourse	other
discourse segments	other
discourse task	other
discourse understanding process	other
discourse-relevant purposes	other
disposition	other
documents	other
domain dependence	other
domain entities	other
editing terms	other
ellipses	other
ellipsis	other
empirical MT research	other
entailment	other
entities	other
entity-oriented language definition	other
entries	other
error characters	other
event type networks	other
events	other
expectations	other
Explicitation	other
explicitation	other
extensional reference	other
eye gaze	other
failures of reference	other
feedback	other
fonts	other
free text	other
free word order	other
generalized metaphor	other
grammar coverage problems	other
grammatical knowledge	other
grammaticality	other
grounding	other
hard problems	other
hastiness	other
head nods	other
homophone errors	other
human annotators	other
human cognition	other
human communication needs	other
human judges	other
human judgment	other
human language learners	other
human language learning process	other
human-machine interactions	other
hypothesis	other
IE paradigm	other
ill-formed input	other
implicit intention component	other
individual users	other
inferences	other
inflection	other
information need	other
information redundancy	other
information sources	other
information workers	other
input	other
intelligibility	other
intensional concepts	other
intentional structure	other
intentions	other
interaction requirements	other
interpretation	other
interruptions	other
islands	other
isomorphic derivations	other
Japanese homophone errors	other
knowledge level	other
language L	other
language learning	other
language learning experiment	other
learning methodology	other
legal text hierarchy	other
lexical , syntactic , semantic , and structural information	other
lexical and syntactic features	other
lexical cross-relations	other
lexical entries	other
lexical features	other
lexical gap	other
lexical generalizations	other
lexical rules	other
lexical substitutions	other
lexical-cohesion and conversational features	other
lexicologists	other
linguistic and non-linguistic knowledge	other
linguistic expressiveness	other
linguistic information	other
linguistic segments	other
listener	other
long distance constraints	other
machine translation output	other
machine translation outputs	other
machine translation task	other
MADCOW ( Multi-site ATIS Data COllection Working group )	other
m-component mixture	other
meeting context	other
memory	other
meta-inference types	other
miscommunication	other
miscommunications	other
morpheme sequence	other
move	other
MT output	other
MUC-3 evaluation	other
Multimedia answers	other
native from non-native language essays	other
natural language environment	other
natural language generation community	other
natural language input	other
N-Best sentence hypotheses	other
need	other
negative feedback	other
NLP tasks	other
noisy output	other
Non Verbal and Multimodal Communication	other
non-constituent coordination	other
non-literal aspects of communication	other
nonverbal behaviors	other
novice users	other
NP- and non-NP-antecedents	other
oral communication	other
Oral communication	other
organizational and discourse strategies	other
output	other
overlapping speech	other
packed parse forests	other
parallelism	other
paraphrases	other
parsing data	other
parsing flexibilities	other
part of speech information	other
participants	other
pattern	other
perspective-taking	other
polysemy	other
Prolog form	other
pronominalization	other
proposition	other
propositions	other
purpose	other
purposes	other
quadratic time	other
qualitative spatial constraints	other
queries	other
question , passage , and/or answer levels	other
question answering session	other
raw text	other
real-valued features	other
recognition tasks	other
redundancy	other
redundancy elimination problem	other
reference	other
reference failures	other
reference problems	other
reference sets	other
references	other
referential information	other
relations	other
request	other
Requestors	other
reranking task	other
restoration	other
saturation	other
scalability	other
scope ambiguity	other
segment boundaries	other
segment contiguity	other
segment order	other
semantic coherence	other
semantic constraints	other
semantic questions	other
semantic set	other
SENSEVAL-2 English lexical sample task	other
Senseval-3 Chinese lexical sample task	other
Sentence ambiguities	other
sentence co-occurrences	other
signals	other
skill level	other
skilled users	other
SMT research community	other
source text	other
spatial concepts	other
spatial descriptions	other
speaker	other
speakers	other
speaker's gaze information	other
speaker's intention	other
speaker's utterance	other
speech recognition hypotheses	other
speech repairs	other
spontaneous speech	other
Stabler's formalization	other
statistical information	other
strength of potential antecedence	other
strings	other
structure	other
structured data	other
structured natural language data	other
structures	other
style	other
subjective human judgments	other
substitutions	other
subtopic boundaries	other
syntactic ambiguities	other
syntactic and semantic expectations	other
syntactic descriptions	other
syntactic information	other
syntactically motivated phrases	other
syntax-based constraint	other
system output	other
system response	other
system users	other
target speaker	other
task-oriented and goal-directed dialogs	other
temporal adverbs	other
temporal relations	other
text-plan input	other
textual representation	other
theory	other
top-down scope information	other
training ( reference ) speaker	other
training phase	other
training speakers	other
transcription errors	other
transition	other
translation equivalents	other
translation output	other
translation process	other
translation relation	other
translations	other
Translations	other
TREC 2003 and TREC 2004 QA tracks	other
typicality	other
ungrammatical input	other
unknown word features	other
user	other
user modeling component	other
users	other
user's informational goals	other
USR	other
utterance	other
utterance features	other
utterances	other
vagueness	other
valency constraints	other
verbal and nonverbal grounding acts	other
verbal and nonverbal means	other
verbal interaction	other
verbal interactions	other
word matchings	other
word segmentation problem	other
world knowledge	other
abduction	TechTool
abductive inference	TechTool
adaptation	TechTool
adaptive dynamic word formation	TechTool
addressee identification	TechTool
affix removal	TechTool
agenda-based scheduling parser	TechTool
alignment	TechTool
alignment algorithm	TechTool
alignment techniques	TechTool
ambiguity handling	TechTool
ambiguity packing	TechTool
ambiguity packing and stochastic disambiguation techniques	TechTool
analysis	TechTool
anaphora resolution	TechTool
annotating scheme	TechTool
annotation	TechTool
answer resolution algorithm	TechTool
answering agents	TechTool
APs	TechTool
Arabic information retrieval	TechTool
Arabic stemmer	TechTool
Arabic word segmentation system	TechTool
Arabic word segmenter	TechTool
argumentation system	TechTool
associative processors ( APs )	TechTool
asynchronous message passing	TechTool
ATN	TechTool
ATNs	TechTool
Augmented Case Marker System	TechTool
Augmented Transition Network	TechTool
automated evaluation techniques	TechTool
automatic alignments	TechTool
automatic evaluation	TechTool
automatic extraction	TechTool
automatic parameter optimization	TechTool
automatic parse-based evaluation	TechTool
Automatic Speech Recognition technology	TechTool
automaton	TechTool
bag-of-words and segment order-sensitive string comparison methods	TechTool
bag-of-words methods	TechTool
balance matching operation	TechTool
baseline methods	TechTool
baseline sentence planners	TechTool
baseline system	TechTool
baselines	TechTool
basic mapping	TechTool
Bayesian learning	TechTool
beam-search decoder	TechTool
Begin/After tagging	TechTool
benchmark system	TechTool
BIA	TechTool
bidirectional grammar generation system	TechTool
binary relational calculus notation	TechTool
block reordering	TechTool
block selection criteria	TechTool
Boolean conditions	TechTool
boosting approach	TechTool
boosting method	TechTool
bootstrapping approach	TechTool
bootstrapping procedure	TechTool
bottom-up pattern-matching parser	TechTool
case-based MT ( CBMT )	TechTool
case-based reasoning	TechTool
categorial grammar	TechTool
Category Cooccurrence Restrictions ( CCRs )	TechTool
CCR formalism	TechTool
CCRs	TechTool
certainty conditions	TechTool
CFG filter	TechTool
CFG filtering techniques	TechTool
chart	TechTool
chart Parsing	TechTool
Chart parsing	TechTool
chart-based algorithms	TechTool
chart-based phrase structure parsing	TechTool
Chart-like parsing	TechTool
Chinese Natural Language Processing	TechTool
class-dependent interpolation	TechTool
classification method	TechTool
classifiers	TechTool
cluster number estimation	TechTool
clustering	TechTool
clustering algorithm	TechTool
clustering methods	TechTool
coherence rules	TechTool
cohesion constraint	TechTool
Combination methods	TechTool
combination methods	TechTool
comma checker	TechTool
commonsense reasoning	TechTool
computer aided second language learning	TechTool
computer system	TechTool
computer text generation system	TechTool
concept-based seeds	TechTool
concurrency	TechTool
concurrency of computation	TechTool
concurrent , object-oriented natural language parsing	TechTool
concurrent computation model	TechTool
constraint-based parser/generator	TechTool
content determination	TechTool
content-independent formalism	TechTool
context free languages	TechTool
context-dependent phonetic modelling	TechTool
context-free grammars	TechTool
continuous speech recognition	TechTool
control structure	TechTool
Cooperative Model	TechTool
core modules	TechTool
corrective training	TechTool
CSR	TechTool
Czech-English statistical machine translation system	TechTool
database query applications	TechTool
database query paraphrase	TechTool
databases	TechTool
decision list	TechTool
decision tree	TechTool
decision tree based approach	TechTool
decision tree building	TechTool
decision tree learning	TechTool
decoder	TechTool
decoding	TechTool
decoding algorithm	TechTool
default reasoning	TechTool
defeasibility	TechTool
defeasible reasoning	TechTool
defeat rules	TechTool
dependency grammars	TechTool
dependency parser	TechTool
dependency pointers	TechTool
descriptors	TechTool
deterministic finite automaton	TechTool
diagnostic tool	TechTool
dialog schemata	TechTool
dialog systems	TechTool
dialogue acquisition and tracking algorithm	TechTool
dialogue system	TechTool
dialogue systems	TechTool
dialogue translation system	TechTool
digital learning	TechTool
disambiguation algorithms	TechTool
disambiguation tool	TechTool
discourse constraint	TechTool
Discourse processing	TechTool
discourse processing algorithms	TechTool
discourse segmentation	TechTool
disjunctive feature structures	TechTool
disjunctive normal form	TechTool
distributed message-passing infrastructure	TechTool
document classification	TechTool
document oriented preference sets( DoPS )	TechTool
document processing	TechTool
document representation	TechTool
document summarization	TechTool
document understanding	TechTool
document understanding technology	TechTool
DoPS system	TechTool
dynamic combiner	TechTool
Dynamic Grammars	TechTool
Dynamic Hierarchical Phrasal Lexicon ( DHPL )	TechTool
dynamic language model combination	TechTool
EBMT	TechTool
EBMT system	TechTool
ECA	TechTool
edit operation	TechTool
embodied conversational agents	TechTool
English coordinate structure analysis model	TechTool
English stemmer	TechTool
English understanding system	TechTool
English-Japanese machine translation	TechTool
English-Japanese MT system	TechTool
ensemble methods	TechTool
entity-oriented parser	TechTool
ER	TechTool
Error analysis	TechTool
Error correction	TechTool
error correction	TechTool
error correction methodology	TechTool
evaluation methodology	TechTool
evaluation scheme	TechTool
evaluation techniques	TechTool
event networks	TechTool
example-retrieval ( ER )	TechTool
experimental evaluation	TechTool
expert systems	TechTool
exponential time lower-bound	TechTool
extraction and conversion rules	TechTool
extrapolation	TechTool
extraposition grammars	TechTool
feature selection methods	TechTool
feature structure-directed generation	TechTool
feature structures	TechTool
Finite State Model ( FSM )	TechTool
finite-state models	TechTool
formalisms	TechTool
forward-backward algorithm	TechTool
fragmentary recognition	TechTool
free indexation	TechTool
free indexation algorithm	TechTool
FSM	TechTool
fully-connected first-order statistical class grammar	TechTool
fuzzy syllogism	TechTool
generalized LR parsing	TechTool
generalized metaphor mappings	TechTool
general-purpose NLP components	TechTool
Generation	TechTool
generation	TechTool
generation system	TechTool
generator	TechTool
grammar checker	TechTool
grammar formalisms	TechTool
Graph unification	TechTool
graphical model	TechTool
hand-crafted rules	TechTool
hand-crafted system	TechTool
hand-crafted template-based generation component	TechTool
hand-crafted template-based or rule-based approaches	TechTool
HBG	TechTool
HDAG Kernel	TechTool
HDAGs	TechTool
Head Grammars	TechTool
head-orientation	TechTool
heuristic learning	TechTool
heuristic rules	TechTool
heuristics	TechTool
hidden Markov models ( HMM )	TechTool
Hierarchical Directed Acyclic Graph ( HDAG ) Kernel	TechTool
histogram	TechTool
Horn logic program	TechTool
HPSG	TechTool
human interaction with data sources	TechTool
human language technology	TechTool
human plausible reasoning	TechTool
human transcription	TechTool
human-computer interaction	TechTool
Human-Machine Communication	TechTool
IBM statistical MT system	TechTool
identification of paraphrases	TechTool
IE-enhanced text browsers	TechTool
image and text understanding	TechTool
image understanding	TechTool
implicit reference resolution	TechTool
incremental grammar development	TechTool
index	TechTool
indexing	TechTool
indexings	TechTool
inductive decision tree learning	TechTool
inference	TechTool
inference method	TechTool
inference types	TechTool
information extraction	TechTool
information extraction ( IE ) systems	TechTool
information retrieval task	TechTool
information retrieval techniques	TechTool
inheritance	TechTool
inheritance mechanisms	TechTool
intelligent interactive systems	TechTool
intelligent mobile agents	TechTool
Interactive Machine Translation	TechTool
interactive question-answering ( Q/A ) system	TechTool
interface	TechTool
interfaces	TechTool
interpolation methods	TechTool
interpretation and generation of natural language	TechTool
IR	TechTool
Isomorphic Grammars	TechTool
Japanese revision support systems	TechTool
Japanese-English translation	TechTool
KANA-KANJI conversion	TechTool
kernel function	TechTool
kernel functions	TechTool
key prediction	TechTool
knowledge-based automated acquisition of grammars	TechTool
knowledge-based generation systems	TechTool
knowledge-based information retrieval	TechTool
Korean Phonology Structure Grammar ( KPSG )	TechTool
KPSG	TechTool
language acquisition	TechTool
language identification	TechTool
language modeling	TechTool
language neutral meaning representation	TechTool
language processing modules	TechTool
language processing systems	TechTool
language understanding	TechTool
language understanding and generation modules	TechTool
large database	TechTool
large vocabulary continuous speech recognition	TechTool
large-scale grammars	TechTool
learner	TechTool
learning	TechTool
learning algorithm	TechTool
left corner parsing algorithm	TechTool
length-based or translation-based criterion	TechTool
lexical cohesion-based approach	TechTool
lexical weighting	TechTool
Lexical-Functional Grammars ( LFG )	TechTool
LFG	TechTool
limited domain semantics	TechTool
linguistic annotation	TechTool
linguistic introspection	TechTool
linguistic parser/generator	TechTool
linguistic representation	TechTool
linguistically sophisticated representations	TechTool
Link detection	TechTool
Listen-Communicate-Show ( LCS )	TechTool
local phrase re-ordering	TechTool
logic	TechTool
logical definition	TechTool
logical form language	TechTool
logical formulas	TechTool
logic-based grammar formalism	TechTool
log-linear ( maximum-entropy ) models	TechTool
log-linear and linear interpolation	TechTool
LSA-based , cooccurrence-based and dictionary-based methods	TechTool
LTAG	TechTool
machine learning	TechTool
machine learning approach	TechTool
machine learning techniques	TechTool
Machine Translation	TechTool
machine translation	TechTool
machine translation ( MT ) systems	TechTool
Machine Translation (MT) systems	TechTool
machine translation pipeline	TechTool
machine translation systems	TechTool
main parser	TechTool
management of uncertainty	TechTool
manual evaluation	TechTool
manual transcription	TechTool
MAP estimation approach	TechTool
maximum a posteriori estimation	TechTool
maximum entropy classifier	TechTool
maximum entropy word alignment algorithm	TechTool
maximum likelihood method	TechTool
message passing protocols	TechTool
metaphor interpretation	TechTool
minimal DFA	TechTool
Minimalist grammars	TechTool
MLE reestimation algorithms	TechTool
mobile , intelligent agent	TechTool
monolingual UCG	TechTool
MT	TechTool
MT evaluation techniques	TechTool
MT system	TechTool
MT systems	TechTool
MT-based paraphrasing technique	TechTool
m-th order Markov chain model	TechTool
multi engine machine translation system	TechTool
multi-document summarization	TechTool
multi-level answer resolution algorithm	TechTool
multimedia articulation of answers	TechTool
Named Entity ( NE ) tagging	TechTool
natural language applications	TechTool
natural language generation system	TechTool
natural language generator	TechTool
natural language interface	TechTool
natural language interfaces	TechTool
natural language processing	TechTool
Natural Language Processing	TechTool
Natural Language Processing ( NLP ) systems	TechTool
natural language question answering system	TechTool
natural language search engines	TechTool
natural language system	TechTool
natural language understanding	TechTool
n-best speech/language integration architecture	TechTool
NE system	TechTool
neural network	TechTool
new event detection	TechTool
NLP	TechTool
NLP techniques	TechTool
Node-based inference	TechTool
node-based inference	TechTool
Node-based inference rules	TechTool
noisy channel framework	TechTool
non-deterministic parsing choices	TechTool
non-English ( Arabic ) stemmer	TechTool
non-monotonic reasoning	TechTool
numerical constraints	TechTool
OCR system	TechTool
ontology	TechTool
open-domain question answering capability	TechTool
optical character recognition	TechTool
oracle	TechTool
PageRank algorithm	TechTool
parameter smoothing	TechTool
paraphrase classification	TechTool
paraphrase extraction and ranking methods	TechTool
paraphrasing	TechTool
parser	TechTool
parser evaluation methods	TechTool
