0001110111	imtween	6
0001110111	anaong	6
0001110111	bctwcen	6
0001110111	bctwccn	7
0001110111	betwcen	7
0001110111	beween	7
0001110111	betwecn	9
0001110111	belween	10
0001110111	betweeu	13
0001110111	hetween	21
0001110111	betwee	31
0001110111	between	63082
0001110111	betwen	35
00011110	31n	5
00011110	1degthe	5
00011110	afier	5
00011110	41n	5
00011110	10in	6
00011110	describedin	7
00011110	8in	9
00011110	12for	9
00011110	21n	10
00011110	12in	11
00011110	5in	16
00011110	7in	20
00011110	9in	22
00011110	6in	24
00011110	3in	48
00011110	4in	63
00011110	1in	72
00011110	inthe	80
00011110	in	784369
00011110	2in	101
00011111	5or	5
00011111	reinstating	5
00011111	17for	5
00011111	f6r	6
00011111	tfor	6
00011111	fdr	6
00011111	10r	7
00011111	11for	7
00011111	psor	9
00011111	fok	10
00011111	fqr	10
00011111	6for	12
00011111	ifor	12
00011111	5for	15
00011111	4for	20
00011111	forthe	22
00011111	sfor	23
00011111	3for	26
00011111	1for	30
00011111	2for	46
00011111	ior	77
00011111	fop	84
00011111	lor	130
00011111	ibr	144
00011111	fbr	175
00011111	lbr	222
00011111	for	428621
00011111	tbr	1082
00100000	ofthis	5
00100000	premised	6
00100000	basea	6
00100000	bmsed	12
00100000	bused	15
00100000	lmsed	22
00100000	bascd	24
00100000	baaed	26
00100000	hased	32
00100000	based	63053
00100001000	onented	5
00100001000	aeries	5
00100001000	roweled	6
00100001000	copresent	8
00100001000	abstaining	10
00100001000	tuber	11
00100001000	independant	21
00100001000	intrusive	27
00100001000	voweled	41
00100001000	tolerant	151
00100001000	independent	8944
00100001000	operative	180
00100001001	dependenl	5
00100001001	interroaative	5
00100001001	1203	5
00100001001	strument	5
00100001001	awaited	5
00100001001	strandable	5
00100001001	speclfied	5
00100001001	relatinn	5
00100001001	queueing	5
00100001001	taneous	6
00100001001	lettered	6
00100001001	sensitiveness	6
00100001001	coruer	6
00100001001	resettable	6
00100001001	1512	9
00100001001	occurrent	9
00100001001	provoking	9
00100001001	processual	10
00100001001	pitched	10
00100001001	aspir6	10
00100001001	edged	11
00100001001	orner	11
00100001001	veridical	12
00100001001	termlnal	12
00100001001	thanh	13
00100001001	syntactie	14
00100001001	branched	14
00100001001	toone	16
00100001001	impinging	18
00100001001	ordinating	27
00100001001	modificant	33
00100001001	uke	44
00100001001	comer	53
00100001001	cessation	56
00100001001	ordinated	66
00100001001	cased	71
00100001001	hanja	81
00100001001	ordinate	82
00100001001	dependant	90
00100001001	reentrant	101
00100001001	commanding	112
00100001001	contingent	145
00100001001	sounding	145
00100001001	existent	165
00100001001	syllabic	355
00100001001	ary	369
00100001001	bearing	691
00100001001	directional	706
00100001001	projective	731
00100001001	branching	1304
00100001001	corner	1520
00100001001	dependent	6558
00100001010	0640	5
00100001010	muddled	5
00100001010	lighted	6
00100001010	pathed	6
00100001010	lormed	6
00100001010	8917	6
00100001010	flop	7
00100001010	circuited	8
00100001010	pronged	8
00100001010	dlrected	8
00100001010	hertogenbosch	8
00100001010	1851	9
00100001010	eenerlc	9
00100001010	partite	9
00100001010	contented	9
00100001010	sensical	10
00100001010	bordered	11
00100001010	stocked	12
00100001010	c0031	14
00100001010	hopping	15
00100001010	phased	15
00100001010	ridden	18
00100001010	0163	21
00100001010	powered	22
00100001010	technica	26
00100001010	styled	35
00100001010	paced	35
00100001010	commanded	41
00100001010	stamped	44
00100001010	wired	60
00100001010	engineered	83
00100001010	behaved	122
00100001010	mounted	138
00100001010	compliant	162
00100001010	shaped	214
00100001010	founded	254
00100001010	assisted	328
00100001010	mediated	341
00100001010	delimited	358
00100001010	aided	377
00100001010	sized	454
00100001010	ended	565
00100001010	crafted	758
00100001010	readable	1173
00100001010	driven	3158
00100001010	formed	4430
00100001011	functlonal	5
00100001011	context4ree	5
00100001011	altaic	5
00100001011	macneille	5
00100001011	tophoneme	5
00100001011	subsequentiable	6
00100001011	brewed	8
00100001011	aryan	11
00100001011	morphon	12
00100001011	fiee	12
00100001011	frec	13
00100001011	markovized	18
00100001011	fwo	19
00100001011	flee	74
00100001011	adjoining	1598
00100001011	sensitive	2452
00100001011	free	9451
0010000110	iinkai	5
0010000110	cs224n	5
0010000110	upsampling	5
0010000110	max100	5
0010000110	synthesls	5
0010000110	miners	5
0010000110	granl	5
0010000110	tilling	5
0010000110	5224	5
0010000110	ctu	5
0010000110	0043	5
0010000110	lstemmer	5
0010000110	0089	5
0010000110	eyse	5
0010000110	maman	5
0010000110	str0	5
0010000110	0169	5
0010000110	agram	5
0010000110	irlab	5
0010000110	gang3	5
0010000110	relns	5
0010000110	6032	5
0010000110	r05	5
0010000110	catchers	5
0010000110	9800658	5
0010000110	0307	5
0010000110	32091	5
0010000110	nomotransformation	5
0010000110	proposltlon	5
0010000110	4ne	5
0010000110	hw2	5
0010000110	9704240	5
0010000110	sabanci	5
0010000110	507802	5
0010000110	godot	6
0010000110	0220	6
0010000110	hrr	6
0010000110	6830	6
0010000110	autopat	6
0010000110	smirnov	6
0010000110	uonal	6
0010000110	nozf	6
0010000110	sequitur	6
0010000110	ciaosenso2	6
0010000110	cvcnt	6
0010000110	mog	6
0010000110	3rdsg	6
0010000110	ttchir	6
0010000110	haxd	6
0010000110	mmflh	6
0010000110	rka	6
0010000110	latticehood	6
0010000110	wesley	6
0010000110	action0	6
0010000110	washer	6
0010000110	taring	6
0010000110	9502312	6
0010000110	teki	6
0010000110	22173	6
0010000110	0193	6
0010000110	champaign	7
0010000110	instruetie	7
0010000110	hayat	7
0010000110	geneve	7
0010000110	theart	7
0010000110	punitive	7
0010000110	0426	7
0010000110	opaquing	7
0010000110	testl	7
0010000110	guo2	7
0010000110	strauss	7
0010000110	cl6s	7
0010000110	dtc	7
0010000110	multilinguism	7
0010000110	0549	7
0010000110	lazare	7
0010000110	eaw	7
0010000110	modiflers	7
0010000110	0124	7
0010000110	tmax	7
0010000110	clss	8
0010000110	yomi	8
0010000110	constrictor	8
0010000110	fraenkel	8
0010000110	bullying	8
0010000110	heom	8
0010000110	tuebingen	8
0010000110	negaishimasu	8
0010000110	0051	8
0010000110	nization	8
0010000110	consmning	8
0010000110	loglc	8
0010000110	grmn	8
0010000110	housekeeper	8
0010000110	8902124	8
0010000110	seale	8
0010000110	tomany	8
0010000110	111e	8
0010000110	kabadjov	9
0010000110	provence	9
0010000110	monochrome	9
0010000110	effect0	9
0010000110	ceng	9
0010000110	6043	9
0010000110	eastward	9
0010000110	eyed	9
0010000110	tripp	9
0010000110	cutter	9
0010000110	eykey	9
0010000110	elsu	9
0010000110	medoid	9
0010000110	24069	9
0010000110	dseg	9
0010000110	1053	9
0010000110	pipa	9
0010000110	07290	9
0010000110	kje	9
0010000110	takings	9
0010000110	lovers	10
0010000110	npvp	10
0010000110	0022	10
0010000110	committal	10
0010000110	magdeburg	10
0010000110	aize	10
0010000110	0326276	10
0010000110	quads	10
0010000110	unacceptance	10
0010000110	parfait	10
0010000110	roulette	10
0010000110	dimensionally	10
0010000110	requisites	10
0010000110	bateson	10
0010000110	nonactive	10
0010000110	0776	10
0010000110	ofwords	10
0010000110	dispersal	11
0010000110	change1	11
0010000110	instructie	11
0010000110	thue	11
0010000110	blooded	11
0010000110	cwb	11
0010000110	aclion	11
0010000110	netzer	11
0010000110	determinizer	11
0010000110	0060	11
0010000110	ilmt	11
0010000110	strapping	11
0010000110	34460	11
0010000110	hanssen	12
0010000110	0685	12
0010000110	booster	12
0010000110	imam	12
0010000110	dessous	12
0010000110	registrations	12
0010000110	uniques	12
0010000110	mobil	12
0010000110	objecter	12
0010000110	duplex	12
0010000110	nmps	12
0010000110	dykema	13
0010000110	1234	13
0010000110	ukrainian	13
0010000110	rght	13
0010000110	entl	13
0010000110	xji	14
0010000110	compellingness	14
0010000110	seti	14
0010000110	dine	14
0010000110	erli	14
0010000110	yka	15
0010000110	chall	15
0010000110	nexis	15
0010000110	hiki	15
0010000110	euler	16
0010000110	orientated	16
0010000110	ciaosenso	16
0010000110	qard	17
0010000110	lxm	18
0010000110	geco	18
0010000110	eru	18
0010000110	fonn	18
0010000110	hater	19
0010000110	1755ex8a	19
0010000110	shankar	19
0010000110	spire	20
0010000110	validations	20
0010000110	0099	20
0010000110	canonicals	20
0010000110	disciplinary	20
0010000110	directionally	20
0010000110	ipsg	21
0010000110	1002	21
0010000110	zohar	21
0010000110	olds	21
0010000110	treasurer	22
0010000110	hne	23
0010000110	warp	23
0010000110	gual	24
0010000110	saurus	25
0010000110	cff	25
0010000110	fertilization	25
0010000110	k0018	25
0010000110	andes	26
0010000110	em2	26
0010000110	friendliness	27
0010000110	unimem	27
0010000110	conquest	27
0010000110	1863	29
0010000110	g5	30
0010000110	commanders	30
0010000110	mtr	31
0010000110	liner	31
0010000110	shita	34
0010000110	ssfs	35
0010000110	gatherer	36
0010000110	cmop	36
0010000110	hyou	37
0010000110	dessus	39
0010000110	3204	39
0010000110	nils	41
0010000110	wa20a0a28a27a17a23a22	41
0010000110	distinctness	41
0010000110	lover	42
0010000110	mops	46
0010000110	0048	48
0010000110	liners	50
0010000110	lund	55
0010000110	croatian	55
0010000110	packard	56
0010000110	cola	59
0010000110	resident	59
0010000110	lite	60
0010000110	warping	61
0010000110	erickson	63
0010000110	piro	64
0010000110	toe	67
0010000110	saa	67
0010000110	tech	67
0010000110	taikei	70
0010000110	newton	76
0010000110	613x	77
0010000110	21578	79
0010000110	mop	83
0010000110	spam	83
0010000110	lingua	86
0010000110	lean	89
0010000110	hood	90
0010000110	bfgs	90
0010000110	oliver	93
0010000110	dtr	97
0010000110	ldm	98
0010000110	aviation	107
0010000110	mails	114
0010000110	muc4	120
0010000110	muc3	128
0010000110	cool	135
0010000110	kimmo	136
0010000110	alia	148
0010000110	ray	158
0010000110	soar	166
0010000110	mctag	186
0010000110	bake	189
0010000110	atlas	222
0010000110	oz	246
0010000110	shelf	340
0010000110	friendly	357
0010000110	turing	521
0010000110	intensive	699
0010000110	consuming	911
0010000110	mail	951
0010000110	validation	2230
0010000110	art	3048
0010000110	scale	4201
0010000111	frankel	5
0010000111	minkley	5
0010000111	frayling	5
0010000111	frontlng	5
0010000111	0208798	5
0010000111	ngern	5
0010000111	rftf96p00502	5
0010000111	termlnals	5
0010000111	pairl	5
0010000111	0121396	5
0010000111	trans2	5
0010000111	texthmt	5
0010000111	kharashi	5
0010000111	0326249	5
0010000111	232c	5
0010000111	iogue	5
0010000111	lnstantlatlon	5
0010000111	handlerl	5
0010000111	basedindexing	5
0010000111	katsuyo	5
0010000111	antomatic	5
0010000111	facetted	5
0010000111	ya3	5
0010000111	helix	5
0010000111	tufing	5
0010000111	8912	5
0010000111	8905249	5
0010000111	lmnk	5
0010000111	lminated	5
0010000111	boroska	6
0010000111	ghasem	6
0010000111	0317510	6
0010000111	bianchi	6
0010000111	santacruz	6
0010000111	lapping	6
0010000111	1evel	6
0010000111	07294	6
0010000111	p1s	6
0010000111	yyuiath3oyasth	6
0010000111	ddm	6
0010000111	subdials	6
0010000111	1332	6
0010000111	esque	6
0010000111	nodei	6
0010000111	62009	6
0010000111	adhaileh	6
0010000111	cotrain	6
0010000111	rogghe	6
0010000111	0085836	6
0010000111	9619921	6
0010000111	tiiesaurus	6
0010000111	operatively	6
0010000111	9319516	6
0010000111	saeg	6
0010000111	referentlal	6
0010000111	nosim	6
0010000111	sensltive	7
0010000111	schuhmann	7
0010000111	51438	7
0010000111	grarn	7
0010000111	julien	7
0010000111	theoretlc	7
0010000111	tospeech	7
0010000111	0038	7
0010000111	hocness	7
0010000111	09325646	7
0010000111	9801638	7
0010000111	modelchart	8
0010000111	inactives	8
0010000111	idfy	8
0010000111	codie	8
0010000111	anzi	8
0010000111	beze	8
0010000111	abdolhosseini	8
0010000111	0208028	8
0010000111	9978025	8
0010000111	etje	8
0010000111	0079	8
0010000111	lussier	8
0010000111	ghl1	8
0010000111	shalabi	8
0010000111	fedaghi	8
0010000111	basod	8
0010000111	aa86	8
0010000111	ginet	8
0010000111	strucs	8
0010000111	takei	9
0010000111	woodley	9
0010000111	lndependent	9
0010000111	knowlton	9
0010000111	syntaetic	9
0010000111	ridder	9
0010000111	8915	9
0010000111	terrestrial	9
0010000111	0165	9
0010000111	hba3	10
0010000111	toright	10
0010000111	lsupp	10
0010000111	506738	10
0010000111	verber	10
0010000111	raya	10
0010000111	tasking	10
0010000111	gana	10
0010000111	ugric	10
0010000111	nnfp	10
0010000111	sanjuan	10
0010000111	eriksson	10
0010000111	5189	10
0010000111	rcurrency1using	10
0010000111	9720368	11
0010000111	1ike	11
0010000111	prlm	11
0010000111	legged	11
0010000111	lerebours	11
0010000111	edlting	11
0010000111	thoe	11
0010000111	rosser	11
0010000111	max20	11
0010000111	niggemeyer	11
0010000111	extensivity	11
0010000111	hngual	12
0010000111	tcurrency1ur	12
0010000111	0061	12
0010000111	segundo	12
0010000111	hoshii	12
0010000111	entrances	12
0010000111	0016	12
0010000111	hufnagel	13
0010000111	nlw	13
0010000111	8920230	13
0010000111	linguality	14
0010000111	climber	14
0010000111	malaya	14
0010000111	soininen	14
0010000111	0085	14
0010000111	hoff	14
0010000111	icting	14
0010000111	0023	14
0010000111	varea	15
0010000111	mortem	15
0010000111	inflector	15
0010000111	10413	15
0010000111	atts	15
0010000111	formational	16
0010000111	su4	16
0010000111	9814	16
0010000111	goldensohn	17
0010000111	emption	17
0010000111	belis	18
0010000111	conglom	18
0010000111	nlp1	19
0010000111	indexicalization	19
0010000111	kincaid	19
0010000111	variate	20
0010000111	wibbelt	20
0010000111	16592	20
0010000111	kappab	20
0010000111	berndsen	20
0010000111	fashioned	20
0010000111	drlven	20
0010000111	multigram	20
0010000111	stephens	21
0010000111	haim	21
0010000111	estim	22
0010000111	orlented	22
0010000111	fushman	22
0010000111	nlp2	23
0010000111	geary	25
0010000111	qaida	25
0010000111	lingually	26
0010000111	roms	26
0010000111	0031	27
0010000111	mokhtar	28
0010000111	onge	28
0010000111	1003	30
0010000111	korbayov	30
0010000111	mcqueen	30
0010000111	callum	30
0010000111	croat	31
0010000111	carthy	31
0010000111	stratal	32
0010000111	faceted	33
0010000111	dhmm	36
0010000111	entrant	37
0010000111	mousam	38
0010000111	bernays	42
0010000111	cubed	42
0010000111	iike	42
0010000111	burch	46
0010000111	shafer	48
0010000111	forwardly	49
0010000111	piping	49
0010000111	blown	50
0010000111	yor	55
0010000111	ofspeech	56
0010000111	minded	63
0010000111	centric	65
0010000111	hastings	68
0010000111	dizier	68
0010000111	ramer	69
0010000111	tiered	74
0010000111	hoe	77
0010000111	yates	89
0010000111	hillel	108
0010000111	onaizan	110
0010000111	kaci	111
0010000111	sided	130
0010000111	tailed	151
0010000111	dence	154
0010000111	seeker	164
0010000111	fledged	173
0010000111	welch	174
0010000111	ups	180
0010000111	shanker	443
0010000111	ject	507
0010000111	wise	521
0010000111	theoretic	873
0010000111	hoc	948
0010000111	lingual	1024
0010000111	valued	1027
0010000111	fold	1122
0010000111	dimensional	1682
0010000111	grained	2048
0010000111	grams	2429
0010000111	gram	5066
0010000111	oriented	3328
0010001000	coexistent	5
0010001000	associaled	5
0010001000	assocmted	6
0010001000	assodated	6
0010001000	assoclated	7
0010001000	ociated	8
0010001000	ssociated	10
0010001000	asociated	11
0010001000	riddled	11
0010001000	encrusted	15
0010001000	coped	16
0010001000	ciated	19
0010001000	replete	24
0010001000	sociated	26
0010001000	dispensed	37
0010001000	endowed	46
0010001000	collocated	55
0010001000	associated	13988
0010001000	dealt	927
00100010010	blessed	5
00100010010	hybridized	5
00100010010	interlaced	5
00100010010	familiarized	5
00100010010	grappling	5
00100010010	equiped	6
00100010010	covarying	6
00100010010	incommensurable	6
00100010010	analogized	7
00100010010	unitied	7
00100010010	adorned	8
00100010010	coreferenced	8
00100010010	incommensurate	9
00100010010	synonomous	10
00100010010	interfered	10
00100010010	embellished	11
00100010010	cotemporaneous	11
00100010010	rife	11
00100010010	dissatisfied	11
00100010010	coroutined	12
00100010010	preoccupied	12
00100010010	coterminous	13
00100010010	coreferred	13
00100010010	synchronised	13
00100010010	burdened	14
00100010010	welldefined	14
00100010010	sympathetic	14
00100010010	intermingled	18
00100010010	allied	20
00100010010	fraught	21
00100010010	commensurate	21
00100010010	coextensive	21
00100010010	tasked	22
00100010010	collocating	23
00100010010	cluttered	24
00100010010	flooded	25
00100010010	interwoven	26
00100010010	mergeable	26
00100010010	affiliated	30
00100010010	uncomfortable	31
00100010010	overloaded	31
00100010010	padded	32
00100010010	conversing	32
00100010010	agnostic	36
00100010010	coincident	40
00100010010	acquainted	41
00100010010	interfering	48
00100010010	uncorrelated	50
00100010010	incomparable	60
00100010010	intertwined	68
00100010010	congruent	73
00100010010	pleased	109
00100010010	equated	126
00100010010	comfortable	135
00100010010	coindexed	152
00100010010	confronted	201
00100010010	unifiable	225
00100010010	contrasted	257
00100010010	equipped	284
00100010010	unfamiliar	292
00100010010	confused	444
00100010010	coreferential	537
00100010010	interacting	545
00100010010	incompatible	555
00100010010	coupled	615
00100010010	competitive	674
00100010010	inconsistent	818
00100010010	correlated	1059
00100010010	familiar	1259
00100010010	compatible	1863
00100010010	concerned	2877
00100010010	consistent	3971
00100010010	comparable	2939
00100010011	unestablished	5
00100010011	actuated	6
00100010011	flatly	6
00100010011	augumented	6
00100010011	projectivized	7
00100010011	equaled	7
00100010011	crippled	8
00100010011	factorised	9
00100010011	clumped	9
00100010011	reannotated	13
00100010011	discretized	15
00100010011	complied	16
00100010011	systematized	18
00100010011	combinable	23
00100010011	amalgamated	25
00100010011	blended	26
00100010011	intermixed	37
00100010011	unioned	37
00100010011	modularized	48
00100010011	seeded	72
00100010011	quantized	73
00100010011	interspersed	74
00100010011	conflated	112
00100010011	intersected	117
00100010011	fitted	207
00100010011	interleaved	249
00100010011	interpolated	493
00100010011	enriched	502
00100010011	faced	617
00100010011	merged	1440
00100010011	unified	1546
00100010011	augmented	2115
00100010011	integrated	3314
00100010011	combined	6229
00100010100	remapped	5
00100010100	tbrmed	5
00100010100	splintered	5
00100010100	interjected	6
00100010100	tmique	6
00100010100	preponderantly	6
00100010100	1261	6
00100010100	fimctors	6
00100010100	childish	7
00100010100	congested	7
00100010100	overgeneral	7
00100010100	contentive	7
00100010100	picturable	8
00100010100	llorn	8
00100010100	relined	8
00100010100	handmodeled	8
00100010100	hyphenating	8
00100010100	linearised	9
00100010100	conditionalized	9
00100010100	mace	9
00100010100	superscripted	9
00100010100	finitary	9
00100010100	damped	10
00100010100	intercalated	10
00100010100	fossilized	10
00100010100	grammaticalized	11
00100010100	dumped	11
00100010100	seeped	12
00100010100	tutored	12
00100010100	fractured	12
00100010100	deformed	14
00100010100	subcritical	14
00100010100	clickable	15
00100010100	relativised	15
00100010100	transplanted	15
00100010100	premodified	15
00100010100	taped	16
00100010100	disagreeing	18
00100010100	interlinked	18
00100010100	canonicalized	18
00100010100	persisting	19
00100010100	gated	19
00100010100	untied	20
00100010100	processable	21
00100010100	changeable	23
00100010100	recognisable	25
00100010100	deranged	25
00100010100	foregrounded	26
00100010100	recycled	26
00100010100	alternated	27
00100010100	randomised	27
00100010100	parameterised	28
00100010100	guarded	28
00100010100	rotated	30
00100010100	programmable	32
00100010100	scripted	33
00100010100	nonrecursive	36
00100010100	misplaced	38
00100010100	discontiguous	39
00100010100	zeroed	39
00100010100	suffixed	39
00100010100	prepended	40
00100010100	factorized	41
00100010100	spaced	41
00100010100	handicapped	42
00100010100	passivized	43
00100010100	convergent	46
00100010100	sustained	46
00100010100	consolidated	47
00100010100	customizable	49
00100010100	concordant	51
00100010100	narrated	52
00100010100	compulsory	53
00100010100	subscripted	58
00100010100	relativized	63
00100010100	binarized	66
00100010100	coloured	69
00100010100	parenthesized	74
00100010100	cooperating	78
00100010100	detached	80
00100010100	prioritized	83
00100010100	threaded	83
00100010100	disconnected	90
00100010100	contracted	91
00100010100	polarized	91
00100010100	precompiled	95
00100010100	colored	101
00100010100	scrambled	102
00100010100	condensed	108
00100010100	linearized	109
00100010100	conjugated	111
00100010100	degenerate	113
00100010100	displaced	115
00100010100	silent	120
00100010100	scoped	124
00100010100	scattered	133
00100010100	flattened	144
00100010100	truncated	144
00100010100	terminating	159
00100010100	polite	174
00100010100	synchronized	175
00100010100	stacked	187
00100010100	graded	199
00100010100	fronted	209
00100010100	formatted	241
00100010100	generalised	250
00100010100	separable	283
00100010100	recognizable	299
00100010100	reusable	301
00100010100	negated	306
00100010100	peripheral	337
00100010100	crossed	343
00100010100	parameterized	368
00100010100	numbered	375
00100010100	factored	395
00100010100	targeted	417
00100010100	conjoined	715
00100010100	coordinated	757
00100010100	simulated	885
00100010100	nested	946
00100010100	neutral	1106
00100010100	typed	1733
00100010100	distributed	2063
00100010100	generalized	2475
00100010100	structured	3196
00100010100	missing	3170
001000101010	priory	5
001000101010	nonoptimized	6
001000101010	hereditarily	6
001000101010	lcxicalized	6
001000101010	nonbinary	7
001000101010	detransformed	8
001000101010	multiway	9
001000101010	interposed	14
001000101010	shadowed	17
001000101010	reweighted	19
001000101010	tempered	22
001000101010	prestored	23
001000101010	adjudicated	27
001000101010	piped	31
001000101010	regularised	41
001000101010	normalised	198
001000101010	regularized	203
001000101010	smoothed	723
001000101010	normalized	1978
001000101010	shared	4038
001000101010	weighted	3553
001000101011	acycllc	5
001000101011	looped	5
001000101011	gaf	5
001000101011	aeyclic	5
001000101011	inpa	6
001000101011	acyelic	6
001000101011	verleg	6
001000101011	acyclie	6
001000101011	lowly	6
001000101011	capped	7
001000101011	ashore	7
001000101011	mosis	7
001000101011	amortized	7
001000101011	valuated	8
001000101011	spun	8
001000101011	juggler	8
001000101011	hovering	9
001000101011	connex	9
001000101011	checkable	10
001000101011	totalled	11
001000101011	aliased	11
001000101011	rescaled	12
001000101011	warped	22
001000101011	slotted	32
001000101011	alphabetized	35
001000101011	perturbed	36
001000101011	nbest	46
001000101011	reranked	48
001000101011	weighed	55
001000101011	undirected	214
001000101011	summed	268
001000101011	rated	377
001000101011	acyclic	420
001000101011	averaged	831
001000101011	sorted	1046
001000101011	scored	1272
001000101011	ranked	2979
001000101011	directed	2084
001000101100	4051	5
001000101100	1336	5
001000101100	nates	6
001000101100	irrelevan	6
001000101100	significantl	6
001000101100	essentiall	7
001000101100	mislabelled	8
001000101100	20801	8
001000101100	beled	10
001000101100	labled	10
001000101100	mmotated	10
001000101100	colliding	13
001000101100	knitted	15
001000101100	relabelled	16
001000101100	correc	24
001000101100	inciden	24
001000101100	mislabeled	36
001000101100	decorated	100
001000101100	unlabelled	253
001000101100	paired	909
001000101100	unlabeled	1618
001000101100	labeled	6298
001000101100	labelled	2197
001000101101	anotated	5
001000101101	candklate	5
001000101101	millionword	5
001000101101	stricken	5
001000101101	unattributed	5
001000101101	truthed	5
001000101101	migned	6
001000101101	deidentified	6
001000101101	umeps	6
001000101101	1029	6
001000101101	disambignated	9
001000101101	preclassified	30
001000101101	curated	66
001000101101	tagged	6238
001000101101	annotated	7903
001000101110	radiographic	5
001000101110	meted	5
001000101110	tiative	5
001000101110	grayed	5
001000101110	9700	5
001000101110	defincd	5
001000101110	inexpressible	6
001000101110	obfuscated	7
001000101110	raging	7
001000101110	anglicized	7
001000101110	transcoded	9
001000101110	mired	10
001000101110	compilable	11
001000101110	writen	13
001000101110	tasksuccess	13
001000101110	memorised	14
001000101110	typeset	19
001000101110	circulated	23
001000101110	binarizable	30
001000101110	archived	41
001000101110	framed	105
001000101110	authored	134
001000101110	situated	340
001000101110	printed	697
001000101110	published	1273
001000101110	coded	1544
001000101110	written	7479
001000101111	disambiguatcd	5
001000101111	transmapped	5
001000101111	featurized	5
001000101111	syllabificated	5
001000101111	eeneric	5
001000101111	writlen	5
001000101111	propositionalized	5
001000101111	pitted	5
