analysis cost	other	1
m-th order Markov chain model	other	1
processing	other	1
corpus of multiple English translations	lr	1
NE system	tech	1
bag-of-words and segment order-sensitive string comparison methods	tech	1
statistical machine translation (SMT)	tech	1
computational problems	other	1
node-based inference	tech	1
Topic Detection and Tracking tasks	tech	1
chart Parsing	tech	1
predicate argument structures	other	1
language model	model	5
concept-based seeds	other	1
evaluation scheme	tech	1
bilingual texts	other	1
MT output	other	1
word classification	tech	1
ATIS ( Air Travel Information System ) domain	other	1
MADCOW ( Multi-site ATIS Data COllection Working group )	other	1
human judges	other	1
parse record	other	1
empirical MT research	other	1
translation relation	other	2
generalized metaphor mappings	other	1
topic	other	1
terminal substring parsing	tech	1
digital learning	other	1
Oral communication	other	1
training data	lr	5
derivation tree	other	1
tree-to-tree translation	tech	1
hubs	other	3
error-correction rules	model	2
parse	other	2
statistical machine translation ( SMT )	tech	1
planning algorithm	tech	1
text retrieval application	tech	1
length-based or translation-based criterion	other	1
fragmentary recognition	tech	1
morpheme	other	1
spatial descriptions	other	1
machine learning techniques	tech	2
repository	other	1
language	other	3
computational theory	other	1
legal text hierarchy	other	1
statistical MT architectures	other	1
language processing systems	tech	1
Determiners	other	1
DoPS system	tech	1
LCS-Marine	tool	2
database	tech	2
anaphora resolution	other	1
disambiguation tool	tech	1
RCL parser	tech	1
word matchings	other	1
lexical weighting	tech	1
domain dependence	other	1
local trees	other	1
log-linear block bigram model	model	1
constituents	other	1
TREC 2003 and TREC 2004 QA tracks	other	1
generalized metaphor	other	1
document understanding	tech	1
feature selection methods	tech	1
tagging strategies	tech	2
conversational speech	other	1
seed sentences	other	1
dialogue act	other	1
translation accuracy	measure	1
word-senses	other	1
Error analysis	tech	1
priors	other	1
paraphrase classification	tech	1
noisy channel framework	other	1
syntactic ambiguities	other	1
Markov probability	other	1
feature structures	other	3
output quality	other	1
typicality	other	1
quadratic time	other	1
TDMT ( Transfer-Driven Machine Translation )	tech	1
syntactic descriptions	other	1
tree adjoining grammar	lr	1
parse tree	other	2
hand-crafted rules	other	1
miscommunications	other	1
segment order	other	1
large vocabulary continuous speech recognition	other	1
NLP tasks	other	1
baseline sentence planners	tech	1
baselines	tech	1
linguistic theory	other	2
character bigrams	model	1
databases	other	1
LHIP	tool	1
trainable sentence planner	tech	2
noisy output	other	1
language learning experiment	other	1
long distance constraints	other	1
hand-crafted template-based generation component	tech	1
error rate	measure	1
redundancy elimination problem	other	1
probabilistic model	model	1
Dialogue strategies	other	1
discourse structure	other	1
Question Answering ( QA ) systems	tech	1
decision list	tech	1
speaker group modeling	tech	1
manual evaluation	other	1
manual transcription	other	1
Lucy	tool	1
information extraction	tech	1
grammar coverage problems	other	1
spoken multiparty dialogue	other	1
spoken dialogue	other	2
Synchronous dependency insertion grammars	other	1
polynomial time decoding algorithm	tech	1
phrase-based statistical machine translation	tech	2
implicit reference resolution	tech	1
speech recognition	tech	2
assessors	other	2
event terms	other	1
transfer system	tech	1
language understanding and generation modules	tech	1
syntactic structure	other	1
precision	measure	3
natural language texts	other	2
human judgment	other	2
user modeling component	other	1
automatic parameter optimization	tech	1
evaluation methodology	other	1
users	other	5
phrases	other	10
node	other	1
in-degree	other	1
fuzzy quantifier	other	1
text collections	other	1
voice interactive system	tech	1
segmentation	tech	1
costs	other	1
high-accuracy word-level alignment models	model	1
dependency pointers	other	1
word sense disambiguation	tech	2
associative similarity	other	2
Chinese Natural Language Processing	tech	1
nouns	other	1
classifiers	tech	2
lexicon	lr	3
meaning structure	other	1
LSA-based , cooccurrence-based and dictionary-based methods	other	1
zero pronouns	other	1
model	model	17
target texts	other	1
partial instantiation	tech	1
machine translations	other	1
source-language	other	1
extensional equivalence	other	1
translation	tech	3
French sentence	other	1
parser evaluation methods	tech	1
personal names	other	1
MT-based paraphrasing technique	tech	1
machine learning	tech	1
temporal adverbs	other	1
constraint-based parser/generator	tech	1
minimal DFA	other	1
mathematical formalism	other	1
multi engine machine translation system	tech	1
annotation	tech	2
speech-search algorithm	tech	1
balance matching operation	tech	1
syntactic and pragmatic analysis	tech	1
manual word alignments	other	1
non-literal aspects of communication	other	2
polynomial time solution	other	1
corpus data	other	1
generative model	other	1
natural language generation system	tech	1
human cognition	other	1
information need	other	1
Senseval-3 Chinese lexical sample task	other	1
information retrieval techniques	tech	1
FERRET	tool	2
indexing	tech	1
IBM Models 1-2	other	1
polysemic verbs	other	1
sentence alignment tasks	tech	1
semantic roles	other	1
formulas	other	1
range concatenation languages [RCL]	other	1
training examples	tool	1
abstract moves	other	1
blocks	other	2
event type networks	other	1
natural language processing	tech	4
Deictic reference	other	1
computational lexicon	lr	2
expert human translations	other	1
lexical rules	other	1
MIT ATIS system	tool	1
mobile , intelligent agent	tech	1
maximum a posteriori estimation	tech	1
linguistic annotation	other	1
behavioral specification	other	1
training phase	other	1
unstemmed text	other	1
proposition	other	6
verbal and nonverbal means	other	1
MAP estimation approach	tech	1
natural language understanding	tech	1
dependency parser	tech	1
lexically distributed grammar	model	1
linguistic introspection	other	1
grammaticality	other	1
demonstrative expressions	other	1
IR	tech	1
real-time spoken language translation	other	1
linguistic segments	other	1
Link detection	tech	1
KPSG	other	1
human communication needs	other	1
Node-based inference rules	other	1
Unification	tech	1
unsupervised training	tech	1
asynchronous message passing	tech	1
parallel text	lr	1
human language technology	tech	1
reestimation formulas	other	1
MT evaluation	measure	1
linguistic concepts	other	2
decoding	tech	2
domains	other	1
coordinate conjunctions	other	1
Russian	other	1
conversational context	other	1
statistical models	tech	2
ill-formed input	other	1
speech recognition hypotheses	other	1
coordinate conjunction	other	1
WSI	tech	1
transition graphs	other	1
monolingual parallel corpora	lr	1
inference	other	1
top human-ranked sentence plan	other	1
polynomial time approximations	other	1
natural language applications	tech	1
models	model	5
CCRs	other	2
post-processing	tech	1
token classification task	tech	1
questions	other	2
information retrieval task	tech	1
MT evaluation techniques	other	1
discourses	other	1
task-oriented dialogs	tech	1
speaker's gaze information	other	1
segment contiguity	other	1
m-component mixture	other	1
chart	other	1
phrase-based unigram model	model	1
complexity	other	2
rules	model	3
co-occurrence patterns	other	1
overt case markers	other	1
user modeling	tech	5
interpretation	other	1
word disambiguation	other	1
dictionary-based word vectors	other	1
generation system	tech	1
lexical cross-relations	other	1
Web	other	1
decoding algorithm	tech	1
inflection	other	2
chart-based algorithms	tech	1
parsing	tech	2
SMT models	model	5
range concatenation grammar [RCG] formalism	other	1
oracle	other	1
NE types	other	1
Cooperative Model	tech	2
TAP-XL Automated Analyst's Assistant	tool	1
Thai-English language identification	tech	1
natural language search engines	tech	1
performance	measure	5
SPRINT	tool	1
question , passage , and/or answer levels	other	1
relations	other	1
parsing algorithms	tech	1
monolingual UCG	other	1
document classification	tech	2
word-based alignments	lr	1
units of translation	other	1
suffix	other	1
statistical information	other	1
common ground	other	1
stochastic processes	tech	1
test set	lr	2
unknown words	other	4
semantic annotation	tech	1
segment order-sensitive methods	tech	1
Machine Translation (MT) systems	tech	1
machine translation output	other	2
feature sets	other	1
predicate calculus notation	other	1
overlapping speech	other	1
compound nouns	other	2
unsupervised structure finding methods	tech	1
Spelling-checkers	tech	1
feedback	other	1
context free languages	other	1
valency constraints	other	1
discourse understanding process	other	2
target domain	other	1
agreement	measure	1
prototype system	tech	1
polysemous word	other	1
phone-string classifier	tech	1
reference model	other	1
discourse segmentation	tech	1
shallow linguistic features	other	1
paraphrasing	tech	2
Spoken language translation	other	1
machine translation pipeline	tech	1
natural language interfaces	tech	3
event map	other	1
Statistical Machine Translation ( SMT )	tech	1
linguistic structure	other	2
visualization method	tech	1
intelligibility	other	1
hypothesis	other	2
Requestors	other	1
context-dependent phonetic modelling	tech	1
experimental evaluation	tech	1
system combination	tech	1
translation lexicons	lr	1
worst-case parsing time complexity	other	1
NE	other	1
predictive performance	measure	2
statistical POS tagger	tech	1
spoken dialogue system	tech	1
polynomial time	other	1
Isomorphic Grammars	other	1
knowledge-based automated acquisition of grammars	tech	1
Listen-Communicate-Show ( LCS )	tech	1
expectations	other	1
natural language question answering system	tech	1
linguistic representation	other	1
question answering session	other	1
phone n-gram model	model	1
language modeling	tech	1
stemmer	tech	2
translation speed and quality	measure	1
target speaker	other	3
newspaper stories	other	1
logical expression	other	1
descriptors	other	1
unrestricted texts	other	1
Parsing	tech	1
word string	other	2
CFG filter	other	1
German corpus	lr	1
component performance	measure	1
training	tech	2
tree-based models	model	1
syntactic ambiguity resolution	other	1
anaphora	other	1
pragmatics processing	tech	1
rule-reduction algorithm	tech	1
discourse constraint	other	1
predicate	other	2
generative phonological approach	other	1
Canadian Hansards	lr-prod	1
programming language	tech	1
English sentence structure	other	1
bilingual parallel corpora	lr	1
features	other	12
intelligent mobile agents	tech	1
tokens	other	1
finite-state models	tech	1
spatial attributes	other	1
unsupervised WSD	tech	1
category transitions	other	1
February '92 test sentences	lr-prod	1
system response	other	1
stop lists	lr	1
move	other	1
non-terminal symbol	other	1
discourse phenomena	other	1
unsupervised learning approach	tech	2
attentional focus	other	1
speaker's intention	other	1
Chinese word sense disambiguation model	other	1
user models	model	1
word-aligned corpora	lr	1
explicitation	other	1
word set representation	other	1
islands	other	2
system users	other	1
purposes	other	1
decision tree building	tech	1
disambiguation algorithms	tech	1
extrapolation	tech	1
target language	other	2
probabilistic translation models	model	1
inferences	other	1
arguments	other	2
language models ( LMs )	model	1
extraposition grammars	other	1
natural language environment	other	1
speaker	other	3
human language learners	other	1
Prolog	tech	2
meaning	other	6
hierarchies	other	1
morphology	other	1
organizational and discourse strategies	other	1
expert human translation	other	1
benchmark system	other	1
pronoun resolution	tech	2
spontaneous speech	other	1
word-trigram recognition	tech	1
English word	other	1
Dynamic Hierarchical Phrasal Lexicon ( DHPL )	other	1
Chomsky's minimalist program	other	1
WSD evaluation methodology	measure	1
English-Chinese parallel corpora	lr	1
continuous density hidden Markov models ( CDHMM )	model	1
discourse task	other	1
polysemy	other	1
formalisms	other	2
propositions	other	1
unsupervised word alignment component	other	1
knowledge-based generation systems	tech	1
out-degree	other	1
parsing technique	tech	1
semantic networks	other	1
USRs	other	1
natural language	other	4
language pairs	other	5
stems	other	1
Conceptual Dependency Diagram ( CDD )	model	1
sense	other	3
machine-readable dictionaries ( MRD's )	lr	1
error correction methodology	tech	1
SRHs	other	1
syntactic categories	other	1
training method	tech	2
speech recognition hypotheses ( SRH )	other	1
lexical features	other	1
categorial grammar	other	1
incremental grammar development	tech	1
context-free grammars	other	1
hierarchy	other	1
diagnostic tool	tech	1
statistical MT systems	tech	1
training set	lr	1
polarity-tagged corpus	lr	1
SI corpus	lr	1
utterance classification	tech	1
queries	other	1
STTK	tool	2
parallel corpora	lr	1
memory	other	4
theory	other	3
polarization	other	1
Grolier's Encyclopedia	lr-prod	1
part of speech information	other	1
BLEU scores	measure	1
graph	other	1
accuracy	measure	3
FSM	tech	1
numerical constraints	other	1
Statistical Learning Model ( SLM )	tech	1
Japanese	other	1
purpose	other	1
lexicons	lr	1
HPSG	other	3
unification-based grammar formalism	other	1
Japanese bunsetsu	other	2
BIA	tech	1
large-scale grammars	other	1
edge	other	1
bidirectional grammar generation system	tech	1
text mining	tech	1
logical form language	other	1
statistical machine translation	tech	4
dialogue patterns	other	1
phrase-based models	model	2
pharmaceutical news archive	other	1
scope ambiguity	other	1
measure	measure	2
automatic evaluation	tech	1
hastiness	other	1
transition probabilities	other	1
query optimisation	tech	1
translation memory system	tech	1
sentences	other	10
computer aided second language learning	tech	1
unification algorithms	tech	1
parsing-as-deduction	tech	1
Chart-like parsing	tech	1
noun phrases	other	1
semantic grammar	other	1
MT	tech	1
grammar model	other	1
Arabic-English	other	1
Chinese-to-English SMT model	model	1
robust parsing capability	other	1
probabilistic spectral mapping	other	1
recognition tasks	other	1
Arabic's rich morphology	other	1
candidates	other	4
lexical cohesion-based approach	tech	1
linguistic tools	other	1
conversational cues	other	1
segments	other	2
agenda-based scheduling parser	tech	1
recognition	tech	1
logical definition	other	2
redundancy	other	2
kernel functions	tech	1
speech recognition word and sentence error rates	measure	1
Prolog form	other	1
conditional loglinear models	model	1
free word order	other	1
structure-sharing	tech	1
high dimensionality space	other	1
human language learning process	other	1
generation	tech	2
answer resolution algorithm	tech	1
combination methods	tech	1
char	other	1
supervised learning	tech	1
trigram model	model	1
paragraph	other	1
textual representation	other	1
document representation	other	1
Hierarchical Directed Acyclic Graph ( HDAG ) Kernel	tech	1
exponential time	other	1
lexical gap	other	1
domain independent acoustic models	model	1
underspecified chart representations	other	1
baseline	measure	1
Stabler's formalization	other	1
NP- and non-NP-antecedents	other	1
IBM statistical MT system	other	1
intensional concepts	other	1
tree-adjoining grammars ( TAG )	other	1
Error correction	tech	1
